,text,label,confidence
1674,", If there was a
",neg,0.89596343
1498,"  to avoid that they would like to
",neg,0.8855204
405,"  of more fun. I'd recommend it was a good idea to
",neg,0.8837054
804,"  shows that I really didn't
",neg,0.8832983
1074,"  of course, I would like to
",neg,0.88109237
1879," It looks like what we're talking about. I have to go down this road and find a new thing that I think is interesting to watch, and it's definitely a good thing.
",neg,0.8804524
892,"  and I hope this topic has been more than just a coincidence.
",neg,0.87864304
1411,"  that you have more than one way of being able to
",neg,0.8711214
1443,"  for the first time, to get the chance to
",neg,0.87021273
1026,"  of course, there is some fun. This one should take me to Vegas.
",neg,0.8702013
