text,label
"Multiple intracranial mucoceles associated with phaeohyphomycosis of the paranasal sinuses. The purpose of this article is to alert clinicians to a new pathogenic fungus of the paranasal sinuses called Exserohilum rostratum. Exserohilum species are one of the etiologic agents of phaeohyphomycosis, a constellation of entities caused by dematiaceous fungi. This class of fungal sinus infection has emerged only in the past decade; it occurs primarily in immunocompetent individuals and produces a tenacious, progressive pansinusitis. To our knowledge, this study describes the first case of multiple intracranial mucoceles secondary to E rostratum. The diagnostic workup includes computed tomography and magnetic resonance imaging followed by direct microscopic examination of tissue biopsy specimens. A craniotomy followed by a bilateral external ethmoidectomy was necessary for complete extirpation of the infected mucoceles. Aggressive surgical management of this mycotic infection is described. ",3
"Clinoidal meningiomas. Anterior clinoidal meningiomas are frequently grouped with suprasellar or sphenoid ridge meningiomas, masking their notorious association with a high mortality and morbidity rate, failure of total removal, and recurrence. To avoid injury to encased cerebral vessels, most surgeons are content with subtotal removal. Without total removal, however, recurrence is expected. Recent advances in cranial-base exposure and cavernous sinus surgery have facilitated radical total removal. The author reports 24 cases operated on with vigorous attempts at total removal of the tumor with involved dura and bone. This experience has distinguished three groups (I, II, and III) which influence surgical difficulties, the success of total removal, and outcome. These subgroups relate to the presence of interfacing arachnoid membranes between the tumor and cerebral vessels. The presence or absence of arachnoid membranes depends on the origin of the tumor and its relation to the naked segment of carotid artery lying outside the carotid cistern. Total removal was impossible in the three patients in Group I, with postoperative death occurring in one patient and hemiplegia in another. Total removal was achieved in 18 of the 19 patients in Group II, with one death from pulmonary embolism. In the two patients in Group III, total removal without complications was easily achieved. ",3
Parotid gland plasmacytoma with crystalline deposits. A case of primary extramedullary plasmacytoma of the parotid gland with a marked deposition of intracytoplasmic crystals is presented. The immunohistochemical and ultrastructural characteristics of the crystals suggest formation from monoclonal immunoglobulin. ,1
"Cross-linked hemoglobin solution as a resuscitative fluid after hemorrhage in the rat. Intramolecularly (alpha-alpha) cross-linked hemoglobin has been reported to have oxygen transport properties similar to those of whole blood. The present study evaluated the efficacy of diaspirin alpha-alpha cross-linked hemoglobin solution as a resuscitation fluid, with heart rate, mean arterial pressure, and transcutaneous oxygen tension as the study parameters. Rats were bled and approximately one third of their total blood volume (20 ml/kg) was removed while they were anesthetized; they were then resuscitated with 14% hemoglobin solution. Animals that received either 10 mg/kg (n = 10) or 20 mg/kg (n = 10) of hemoglobin solution responded quickly and positively to the infusions: mean arterial pressure (which had dropped to less than 40% of prehemorrhage levels) returned to baseline within 2 minutes of initiating infusion; by 4 minutes, the mean arterial pressures of the hemoglobin-infused groups were significantly higher (p less than or equal to 0.05) than those in both the autologous shed blood (n = 8) and lactated Ringer's (n = 10) groups. The heart rate and transcutaneous oxygen tension responses in both the half-volume and full-volume replacement hemoglobin groups matched the response to autologous shed blood throughout the hour of observation. The favorable hemodynamic response to infusion of cross-linked hemoglobin solution after hemorrhage suggests that this material is comparable to autologous shed blood and superior to lactated Ringer's solution as a resuscitative fluid as assessed in this model. ",5
Oral squamous cell carcinoma arising in a patient with long-standing lichen planus. A case report. The risk of malignant transformation of oral lichen planus remains a controversial point. Many previous reports have been discounted on the basis of inadequate information or lack of histologic confirmation of lichen planus. We report a well-documented case of long-standing cutaneous and oral lichen planus in which squamous cell carcinoma of the dorsal portion of the tongue occurred. There is an apparent difference in the sites of oral carcinomas in patients with lichen planus compared with the general population. This suggests that lichen planus increases the risk of oral cancer in affected sites. ,5
"Sixty consecutive breast reconstructions with the inflatable expander: a critical appraisal. Breast reconstruction using inflatable expanders has become an established and preferred technique. Although our knowledge of the biomechanical changes occurring in expanded skin has increased greatly, little information is available regarding average aesthetic results achieved with this technique. In order to eliminate the bias of best case selection reports, this study of 60 consecutive patients undergoing skin-expansion breast reconstruction was undertaken. Results of the study demonstrated a significant frequency and diversity of complications. In particular, immediate breast reconstruction with skin expanders was identified as a high-risk procedure because of its association with skin necrosis and delayed wound healing. Although two procedures--insertion and replacement--had been anticipated, patients from both the Boston and New York groups required approximately three operations to complete the expansion process. Average aesthetic results, often characterized by problems of symmetry, ptosis, and contour, need to be recognized and improved. ",5
Solitary dorsal intramedullary schwannoma. Case report. A case of solitary dorsal intramedullary schwannoma diagnosed by magnetic resonance imaging and treated surgically is reported. The authors review the previously published cases. The possible etiology of the tumor as well as some difficulties encountered in the diagnostic procedure and treatment are discussed. ,3
"Treatment of recurrent ischemia after thrombolysis and successful reperfusion for acute myocardial infarction: effect on in-hospital mortality and left ventricular function. To determine the effect of treatment of recurrent ischemia after reperfusion for acute myocardial infarction on in-hospital mortality and left ventricular function recovery and to identify patients at highest risk of serious consequences in the event of recurrent ischemia in this setting, 405 consecutively treated patients were studied retrospectively. All patients received intravenous thrombolytic therapy within 6 h of ST segment elevation-documented infarction and had angiographic confirmation of their reperfusion status performed within 120 min of treatment. Three hundred three patients had successful reperfusion with or without rescue angioplasty and had no recurrent ischemia (group 1), 74 patients had initially successful reperfusion but subsequent recurrent ischemia (group 2) and 28 patients had failed reperfusion (group 3). The in-hospital mortality in groups 1 to 3 was 2.0%, 14.9% and 32.1%, respectively (p less than 0.001) and the change from baseline to prehospital discharge left ventricular ejection fraction was 1.2 +/- 9.3%, -0.8 +/- 8.7% and -4.3 +/- 5.3%, respectively (p = NS). Within the recurrent ischemia group (group 2), multiple regression analysis found absence of cardiogenic shock at presentation (p = 0.002) and successful treatment initiated within 90 min of recurrent ischemia (p = 0.045) to be the only variables independently correlated with in-hospital survival. Later successful reperfusion was not associated with improved hospital survival. The timing and success of treatment did not affect recovery of global or regional left ventricular function in the patients with paired angiographic studies. ",5
"Treatment of chronic tinea pedis (athlete's foot type) with topical terbinafine. Twenty-seven patients with chronic tinea pedis, athlete's foot type, were enrolled in a randomized, double-blind trial of topical treatment with terbinafine 1% cream versus its vehicle (placebo). Patients were examined weekly during 4 weeks of twice-daily treatment and at follow-up 2 weeks after the conclusion of therapy. No adverse events were reported in either treatment group. Drug efficacy was evaluated in 22 patients, of whom nine (41%) were treated with terbinafine and 13 (59%) with placebo. Analysis of combined mycologic and clinical results showed that terbinafine was significantly more effective than placebo at the end of therapy (78% vs zero) and at the 2-week follow-up (89% vs zero) (p less than or equal to 0.001 at both intervals. ",5
"Topical calcipotriol treatment in advanced breast cancer [published erratum appears in Lancet 1991 Jun 29;337(8757):1618] 19 patients with locally advanced or cutaneous metastatic breast cancer were treated with the topical vitamin D analogue calcipotriol 100 micrograms daily. 14 patients completed 6 weeks' treatment; 3 showed a 50% reduction in the bidimensional diameter of treated lesions and 1 other patient showed a minimal response. 2 patients became hypercalcaemic during treatment. In all patients who responded the tumours contained receptors for 1,25-dihydroxyvitamin D3, shown by immunocytochemistry. ",1
"Clinical implications of screening for cervical cancer under Medicare. The natural history of cervical cancer in the elderly: what do we know? What do we need to know? Despite the recent passage of coverage for Papanicolaou test screening under Medicare, several aspects of the natural history of cervical cancer in the elderly remain uncertain. This article reviews what we know about cervical cancer in elderly women to provide clinicians with the background necessary for assessments of screening recommendations, integration of new data into practice, and development of consensus approaches to screening in the elderly. Two central questions that affect a screening program for the elderly are how long the neoplastic process takes from preinvasive disease to the development of invasive cancer, and how likely is it that a given neoplastic state observed in an elderly woman will, in fact, progress to a more severe state. The ultimate success of the new Medicare benefit will also be affected by the use of Papanicolaou testing, the technique of obtaining the smear, and the adequacy of reporting and follow-up. The expansion of Medicare benefits to include early cervical cancer detection has the potential to improve the quality and the duration of older women's lives. ",1
"Mild hypothermic cardiopulmonary resuscitation improves outcome after prolonged cardiac arrest in dogs BACKGROUND AND METHODS: This study was designed to explore the effect of mild cerebral and systemic hypothermia (34 degrees C) on outcome after prolonged cardiac arrest in dogs. After ventricular fibrillation with no flow of 10 min, and standard external CPR with epinephrine (low flow) from ventricular fibrillation time of 10 to 15 min, defibrillation and restoration of spontaneous normotension were between ventricular fibrillation time of 16 and 20 min. This procedure was followed by controlled ventilation to 20 hr postarrest and intensive care to 72 hr postarrest. In control group 1 (n = 10), core temperature was 37.5 degrees C; in control group 2 (n = 10), cooling was started immediately after restoration of spontaneous normotension; and in group 3 (n = 10), cooling was initiated with start of CPR. Cooling was by clinically feasible methods. RESULTS: Best overall performance categories achieved (1 = normal; 5 = brain death) were better in group 2 (p = .012) and group 3 (p = .005) than in group 1. Best neurologic deficit scores were 36 +/- 14% in group 1, 22 +/- 15% in group 2 (p = .02), and 19 +/- 18% in group 3 (p = .01). Brain histopathologic damage scores were also lower (better) in groups 2 (p = .05) and 3 (p = .03). Myocardial damage was the same in all three groups. CONCLUSION: Mild cerebral hypothermia started during or immediately after external CPR improves neurologic recovery. ",4
"Lack of change in neurochemical markers during the postepileptic phase of intrahippocampal tetanus toxin syndrome in rats. The chronic epileptic syndrome induced by injecting tetanus toxin into rat hippocampus causes functional changes that essentially are permanent, outlasting the period of active seizures by at least 1 year. These long-term changes have been characterized by an impaired performance on a range of behavioral tasks, which in turn have been associated with a physiologic depression of hippocampal evoked responses but not with any discernible histopathology. In the present study, we examined the hippocampi of rats in the postseizure phase of the tetanus toxin model and observed no significant changes in the concentration of neurochemical markers for six neurotransmitters. Therefore, the long-term reduction in hippocampal excitability cannot be attributed to any major loss of afferents or hippocampal neurons using aspartate, acetylcholine, gamma-aminobutyric acid (GABA), glutamate, norepinephrine (NE), or serotonin as their transmitters. ",3
"Syncytial giant-cell hepatitis. Sporadic hepatitis with distinctive pathological features, a severe clinical course, and paramyxoviral features. BACKGROUND AND METHODS. We describe a new form of hepatitis, occurring in 10 patients over a period of six years, characterized clinically by manifestations of severe hepatitis, histologically by large syncytial giant hepatocytes, and ultrastructurally by intracytoplasmic structures consistent with paramyxoviral nucleocapsids. RESULTS. The patients ranged in age from 5 months to 41 years. The tentative clinical diagnosis before biopsy was non-A, non-B hepatitis in five patients and autoimmune chronic active hepatitis in the others. Five patients underwent liver transplantation; the others died. The diagnosis of syncytial giant-cell hepatitis was established pathologically. The liver cords were replaced in all 10 patients by syncytial giant cells with up to 30 nuclei. In 8 of the 10 the cytoplasm contained pleomorphic particles of 150 to 250 microns, filamentous strands, and particles of 14 to 17 nm with peripherally disposed spikes resembling paramyxoviral nucleocapsids. Structures resembling degenerated forms were found in the other two patients. One of two chimpanzees injected with a liver homogenate from the index patient had an increase in the titer of paramyxoviral antibodies, probably an anamnestic reaction to previous paramyxoviral infection, suggesting that a paramyxoviral antigen but not viable virus was present in the liver homogenate. CONCLUSIONS. Although further virologic studies will be required for precise classification, we believe that paramyxoviruses should be considered in patients with severe sporadic hepatitis. ",2
"A blood-liquid interface for prolonged extracorporeal oxygenation with excellent antithrombogenicity. The authors verified the excellent antithrombogenicity of a blood-liquid interface (BLI) and introduced an oxygenator based on the principle of gas exchange across direct BLI. In a newly developed oxygenator, three layers of liquid flowed horizontally, contacting one another: O2 saturated silicone oil on the top, O2 saturated fluorcarbon at the bottom, and blood in the middle. Gas exchange was carried out across both direct BLIs. This system provided excellent antithrombogenicity as well as good gas exchange. The results indicate that this method will become a promising modality for prolonged extracorporeal oxygenation. ",4
"Clinical diagnosis of Binswanger's disease. To aid in the prospective study of Binswanger's disease, a poorly understood form of vascular dementia, a standardised criteria for its antemortem diagnosis was proposed. These criteria include dementia, bilateral radiological abnormalities on computed tomography (CT) or magnetic resonance imaging (MRI), and at least two of the following three clinical findings: A) a vascular risk factor or evidence of systemic vascular disease; B) evidence of focal cerebrovascular disease; and C) evidence of ""subcortical"" cerebral dysfunction. These criteria were validated in two ways. First, by retrospectively applying them to a series of 30 demented patients with various pathological diagnoses. Second, by prospectively applying them to a series of 184 patients with clinically typical Alzheimer's disease. The sensitivity and specificity of the criteria appear adequate for use in clinical research. ",4
"Scoliosis in trisomy 18. Patients with trisomy 18 typically present with multiple congenital anomalies and most die within the first year. However, long-term survivors are not uncommon. Seventeen patients with trisomy 18 were evaluated to study the development of scoliosis associated with this disorder. There were 13 females and 4 males with ages ranging from birth to 22 years. Twelve patients died by age 2. None developed scoliosis or had vertebral anomalies. The five patients who survived beyond age 2 developed scoliosis. Curve progression was demonstrated in the patients who returned for follow-up. Bracing was not well tolerated in two patients with curves of 48 degrees and 58 degrees. Both had poor motor control and sitting ability. One patient with a 30 degree curve was successfully managed by bracing. Another patient with a severe scoliosis was successfully fused with anterior and posterior instrumentation. Patients with trisomy 18 should be carefully evaluated for scoliosis. Scoliosis in the older child, surviving beyond age 2, may be progressive and difficult to manage. ",5
"Vascular responsiveness in obstructed gut. Multiorgan system failure due to hypotension and sepsis is an important cause of death in patients with bowel obstruction. We have investigated the pathophysiology of this entity in an animal model. After 5 days of bowel obstruction, blood flow in the superior mesenteric artery was measured with and without Pitressin and norepinephrine given in separate experiments. In controls, Pitressin in moderate dosages caused a substantial fall in gut blood flow, which was not seen in obstructed animals (blood flow reduction 52 percent vs. 11 percent in sham and obstructed animals respectively, P less than 0.01). Similarly, norepinephrine infusion had less of an effect on gut blood flow in obstructed animals (blood flow reduction 79 percent vs. 58 percent sham vs. obstructed animals (P less than 0.05). Thus, both agents had dose-related effects on gut blood flow, which was maintained at a higher level throughout the drug infusion periods in the bowel of obstructed animals, demonstrating that splanchnic flow is less responsive to vasoactive drug infusion under these experimental conditions. Because splanchnic vasoconstriction is an important feature of normal hemodynamic homeostasis, we suggest that these results may help explain some aspects of the pathophysiology of multiorgan failure caused or worsened by systemic hypotension seen in bowel obstruction. ",2
"Amyloidosis of the small intestine: findings on double-contrast radiographs. The appearance of the small intestinal mucosa on double-contrast barium examinations was studied in 26 patients with proved intestinal amyloidosis. Findings included innumerable fine granular densities 1-3 mm in diameter (16 patients), multiple nodular densities 3-4 mm in diameter (four patients), multiple polypoid protrusions 4-10 mm in diameter (three patients), irregularities of Kerckring folds (12 patients), and multiple erosions (eight patients). The multiple nodular densities and erosions disappeared after the patients were treated with total parenteral nutrition. The other abnormalities remained unchanged on follow-up examinations. Our results indicate that double-contrast radiographic findings of the small intestine in patients with amyloidosis include mucosal abnormalities that vary according to the pathologic type of amyloid deposition. ",2
"Intrapalatine resection (IPR) in the treatment of sleep apnea and snoring. A conservative surgical technique is proposed as an alternative to the classical uvulopalatopharyngoplasty (UPPP) for the treatment of obstructive sleep apnea and snoring. The resection is strictly intrapalatine, and careful suturing in three planes seems to lead to complete disappearance of the often unbearable postoperative pain. The soft palate is shortened but nonetheless still resembles a normal soft palate. Uvulopalatopharyngoplasty (UPPP) was described by Ikematsu in 1952. This method has taken on a new lease of life in recent years. Its efficacy is generally accepted, and its use, especially in cases of obstructive sleep apnea syndrome, is the only treatment of the palatal velum at present practiced. In addition to aesthetic problems, this method generally gives rise to complications in the shape of temporary--but sometimes considerable--pain, nasal regurgitation, and a nasal voice. In a small percentage of patients, some of these disorders may prove irreversible. In my series of eight patients, five were obese and presented with hypertension. Three of them also were suffering from obstructive sleep apnea syndrome. The three others were ordinary snorers who caused considerable inconvenience to sleeping partners. ",5
"The TURP syndrome. This article discusses the presentation, aetiology, treatment and prevention of central nervous system disturbances after transurethral resection of the prostate. Nausea and vomiting, visual symptoms, and altered states of consciousness have been reported as complications due to intravascular absorption of irrigating fluid. Hypotonicity after absorption of the irrigating fluid causes cerebral oedema. Hyperglycinaemia may cause visual disturbances and hyperammonaemia may cause delayed coma. ",3
"Physiologic and pathologic alterations associated with ultrasonically generated shock waves. Kidneys of 25 dogs were treated with ultrasonic shock waves and examined for both physiologic and pathologic changes. The number of pulses ranged from 2,000 to 8,000. The rate of the shock waves varied from one to 20 pulses per second. The difference in pulse rate did not affect the changes seen either acutely or in the delayed examination of the kidneys during the repair process. The physiologic and pathologic changes which occurred involved the renal tubule to a greater degree than the glomerulus. These alterations were resolving by one week following exposure to the shock waves. ",5
"Hypertension: racial differences. Racial differences in the prevalence, course, and pathophysiologic characteristics of hypertension in black and white populations are reviewed. Accumulated epidemiologic data indicate that the prevalence of hypertension among blacks is greater than that among whites in almost all age- and sex-matched groups. Hypertensive blacks have a higher incidence of left ventricular dysfunction, stroke, and renal damage, but a lower incidence of ischemic heart disease, than do hypertensive whites. A significant pathophysiologic difference between blacks and whites is salt sensitivity; normotensive, as well as hypertensive, blacks tend to be salt sensitive. Blacks also tend to have lower renin levels than do whites, while dopamine response to a salt load is diminished among blacks as compared with whites. These differences and others lead to the recommendation that hypertension among blacks should be managed initially with salt restriction; if dietary control is insufficient, administration of an antihypertensive agent with 24-hour efficacy, which lowers vascular peripheral resistance, promotes sodium excretion, and potentially improves renal hemodynamics, is recommended. A calcium channel blocker may satisfy these requirements. ",4
"Trochanteric fractures. Mobility, complications, and mortality in 607 cases treated with the sliding-screw technique. Six hundred seven trochanteric fractures (563 patients) were treated with a sliding-screw technique and followed clinically and roentgenographically for at least one year. Of 351 patients admitted from their homes, 209 (60%) were discharged to their homes after an average of 18 days in the hospital. During the first year another 61 (17%) patients returned home after rehabilitation in a geriatric ward. Of 446 patients walking without support or with one cane before surgery, 360 (80%) had regained the same mobility after one year. The one-year mortality rate was 18%, while the ten-year rate was 74%. Compared with a control cohort, the mortality rate was increased during the first two years after fracture. The increase in mortality was influenced by advanced age, admission from long-term care institutions, male gender, and ambulatory or nonambulatory status before surgery. Forty-five (7.4%) were reoperated, 17 because of technical complications, three because of infection, and three because of nonunion. No further nonunions occurred. The deep infection rate was nine of 339 (2.7%) before and two of 268 (0.8%) after the introduction of antibiotic prophylaxis. Thromboembolic complications decreased from 4.1% to 1.2% after the introduction of dextran 70 as thromboembolic prophylaxis. ",4
"Extensive peripheral retinectomy combined with posterior 360 degrees retinotomy for retinal reattachment in advanced proliferative vitreoretinopathy cases. Posterior 360 degrees retinotomy in conjunction with extensive peripheral retinectomy was necessary for retinal reattachment in 18 eyes. A visual acuity of 20/400 or better was achieved in 22% of the patients; in patients with rubeosis, regression was found in 89%. Of the hypotonus eyes, preoperatively 78% were normotensive postoperatively after removal of anterior proliferative vitreoretinopathy (PVR) covering ciliary epithelium. The major intraoperative complication was hemorrhage, which could be readily controlled. Recurrent retinal detachment (RD) occurred in 39% and reproliferation in 50% of the patients. ",5
"Clinical evaluation of a side entry access port: a novel dual-lumen venous access device. The initial clinical experience with a low-profile side entry access (SEA) dual-lumen implantable venous access port for cancer chemotherapy administration is summarized in this report. The catheter material is polyurethane. The overall experience in 35 patients in this study was a total of 6,224 patient days, with a mean of 178 days per patient. A variety of chemotherapeutic agents, biologic response modifiers, and antibiotics were administered. In 26% of the patients, the device chambers were in simultaneous use during the treatment period. A 6% incidence of clinical subclavian vein thrombosis was noted. There was no infectious complications. Inconsistencies in blood withdrawal and temporary catheter dysfunction were comparable to other access ports in clinical use. The novel design of this side entry port and the catheter material of low thrombogenicity make this device a good option in patients requiring a low-profile system and dual access. Nursing staff should be made aware of the side entry design and that in-service training for accessing the septum is required in centers where such devices are not routinely used. ",1
